id,Nama,Kabupaten,Rating,Total_Review,Mood_Review,Link,Kategori,mood_clean,feature_text,rating_norm,review_norm
493,Keramas Aero Park,Gianyar,4.3,1242, restoran terdekat |  hotel |  rekomendasi aktivitas |  bar |  kopi |  bawa pulang |  minimarket | semua | pesawat | sawah | foto | pemandangan | kokpit | sayap | atv | boeing | sensasi | nasi campur,https://www.google.com/maps/place/Keramas+Aero+Park/data=!4m7!3m6!1s0x2dd21453f637f5f1:0x59852dc286de007b!8m2!3d-8.5951602!4d115.3378026!16s%2Fg%2F11c55vg5yq!19sChIJ8fU39lMU0i0RewDehsIthVk?authuser=0&hl=id&rclk=1,Sunset & View | Work from Cafe | Vibrant Nightlife, restoran terdekat  hotel  rekomendasi aktivitas  bar  kopi  bawa pulang  minimarket pesawat sawah foto pemandangan kokpit sayap atv boeing sensasi nasi campur, restoran terdekat  hotel  rekomendasi aktivitas  bar  kopi  bawa pulang  minimarket pesawat sawah foto pemandangan kokpit sayap atv boeing sensasi nasi campur sunset & view   work from cafe   vibrant nightlife sunset & view   work from cafe   vibrant nightlife gianyar,0.825,0.6835150717165912
494,Lukisan Coffee,Gianyar,4.7,661, restoran terdekat |  hotel |  rekomendasi aktivitas |  bar |  kopi |  bawa pulang |  minimarket | semua | pelayanan | hot cappuccino | latte | burger | estetik | rice | parkir | santai | duduk | kualitas,https://www.google.com/maps/place/Lukisan+Coffee/data=!4m7!3m6!1s0x2dd217a6149c1cdb:0xf41cf82a0a51bd54!8m2!3d-8.5483094!4d115.3257706!16s%2Fg%2F11llgqfsjz!19sChIJ2xycFKYX0i0RVL1RCir4HPQ?authuser=0&hl=id&rclk=1,Work from Cafe | Vibrant Nightlife, restoran terdekat  hotel  rekomendasi aktivitas  bar  kopi  bawa pulang  minimarket pelayanan hot cappuccino latte burger estetik rice parkir santai duduk kualitas, restoran terdekat  hotel  rekomendasi aktivitas  bar  kopi  bawa pulang  minimarket pelayanan hot cappuccino latte burger estetik rice parkir santai duduk kualitas work from cafe   vibrant nightlife work from cafe   vibrant nightlife gianyar,0.925,0.6165658518972114
495,Terrace Restaurant,Gianyar,4.7,154, restoran terdekat |  hotel |  rekomendasi aktivitas |  bar |  kopi |  bawa pulang |  minimarket | semua | sarapan | hotel | romantis | keindahan | bali | hutan rimba | tomyam | lembah | kuliner | pita,https://www.google.com/maps/place/Terrace+Restaurant/data=!4m7!3m6!1s0x2dd23d30ad2ba20d:0xb6b4b7f2dd7ca0f7!8m2!3d-8.4959734!4d115.2538455!16s%2Fg%2F1pztywt29!19sChIJDaIrrTA90i0R96B83fK3tLY?authuser=0&hl=id&rclk=1,Work from Cafe | Vibrant Nightlife | Romantic & Cozy, restoran terdekat  hotel  rekomendasi aktivitas  bar  kopi  bawa pulang  minimarket sarapan hotel romantis keindahan bali hutan rimba tomyam lembah kuliner pita, restoran terdekat  hotel  rekomendasi aktivitas  bar  kopi  bawa pulang  minimarket sarapan hotel romantis keindahan bali hutan rimba tomyam lembah kuliner pita work from cafe   vibrant nightlife   romantic & cozy work from cafe   vibrant nightlife   romantic & cozy gianyar,0.925,0.46228509111496796
496,Tangi Restaurant,Gianyar,4.6,45, restoran terdekat |  hotel |  rekomendasi aktivitas |  bar |  kopi |  bawa pulang |  minimarket | semua | vegan | vegetarian | kolam renang | nangka | sawah | mede | tur konser | kuncup rasa | kecapnya | mocktail,https://www.google.com/maps/place/Tangi+Restaurant/data=!4m7!3m6!1s0x2dd23d9afa51cee5:0xc2d1e728a473aa39!8m2!3d-8.5373257!4d115.2682632!16s%2Fg%2F11t6tbdz67!19sChIJ5c5R-po90i0ROapzpCjn0cI?authuser=0&hl=id&rclk=1,Sunset & View | Work from Cafe | Vibrant Nightlife, restoran terdekat  hotel  rekomendasi aktivitas  bar  kopi  bawa pulang  minimarket vegan vegetarian kolam renang nangka sawah mede tur konser kuncup rasa kecapnya mocktail, restoran terdekat  hotel  rekomendasi aktivitas  bar  kopi  bawa pulang  minimarket vegan vegetarian kolam renang nangka sawah mede tur konser kuncup rasa kecapnya mocktail sunset & view   work from cafe   vibrant nightlife sunset & view   work from cafe   vibrant nightlife gianyar,0.8999999999999999,0.3331953154501953
497,Kaukau Restaurant Ubud,Gianyar,4.9,487, restoran terdekat |  hotel |  rekomendasi aktivitas |  bar |  kopi |  bawa pulang |  minimarket | semua | kolam renang | resort | alam | cocktail | tari bali | hutan rimba | penginapan | kuliner | ala carte | nasi goreng,https://www.google.com/maps/place/Kaukau+Restaurant+Ubud/data=!4m7!3m6!1s0x2dd23d7cbe0a888b:0x2085185d0d16ad18!8m2!3d-8.5222661!4d115.2528255!16s%2Fg%2F11fjxx8886!19sChIJi4gKvnw90i0RGK0WDV0YhSA?authuser=0&hl=id&rclk=1,Sunset & View | Work from Cafe | Vibrant Nightlife, restoran terdekat  hotel  rekomendasi aktivitas  bar  kopi  bawa pulang  minimarket kolam renang resort alam cocktail tari bali hutan rimba penginapan kuliner ala carte nasi goreng, restoran terdekat  hotel  rekomendasi aktivitas  bar  kopi  bawa pulang  minimarket kolam renang resort alam cocktail tari bali hutan rimba penginapan kuliner ala carte nasi goreng sunset & view   work from cafe   vibrant nightlife sunset & view   work from cafe   vibrant nightlife gianyar,0.9750000000000001,0.5841601274861822
498,CHORA Mediterranean Restaurant & Bar,Gianyar,4.9,4660, restoran terdekat |  hotel |  rekomendasi aktivitas |  bar |  kopi |  bawa pulang |  minimarket | semua | honeymoon | sushi | tulang t | risotto jamur | inna | kue keju mangga | suasananya bagus. | gurita pasifik utara | kroket keju | gnocchi dengan ayam,https://www.google.com/maps/place/CHORA+Mediterranean+Restaurant+%26+Bar/data=!4m7!3m6!1s0x2dd23d90c6c30f95:0x5a4dd0b17d123818!8m2!3d-8.5117558!4d115.2584979!16s%2Fg%2F11ryqx7mg_!19sChIJlQ_DxpA90i0RGDgSfbHQTVo?authuser=0&hl=id&rclk=1,Work from Cafe | Vibrant Nightlife, restoran terdekat  hotel  rekomendasi aktivitas  bar  kopi  bawa pulang  minimarket honeymoon sushi tulang t risotto jamur inna kue keju mangga suasananya bagus. gurita pasifik utara kroket keju gnocchi dengan ayam, restoran terdekat  hotel  rekomendasi aktivitas  bar  kopi  bawa pulang  minimarket honeymoon sushi tulang t risotto jamur inna kue keju mangga suasananya bagus. gurita pasifik utara kroket keju gnocchi dengan ayam work from cafe   vibrant nightlife work from cafe   vibrant nightlife gianyar,0.9750000000000001,0.8239666090987842
499,Ada Ubud Resto,Gianyar,4.8,193, restoran terdekat |  hotel |  rekomendasi aktivitas |  bar |  kopi |  bawa pulang |  minimarket | semua | cocktail | atmosphere | service | kebaikan | nasi goreng | dinner | pangsit | happy hour | carbonara | musik,https://www.google.com/maps/place/Ada+Ubud+Resto/data=!4m7!3m6!1s0x2dd23ded769e553d:0x9aae9471991d6877!8m2!3d-8.511642!4d115.2609932!16s%2Fg%2F11t_rlkwtx!19sChIJPVWedu090i0Rd2gdmXGUrpo?authuser=0&hl=id&rclk=1,Work from Cafe | Vibrant Nightlife, restoran terdekat  hotel  rekomendasi aktivitas  bar  kopi  bawa pulang  minimarket cocktail atmosphere service kebaikan nasi goreng dinner pangsit happy hour carbonara musik, restoran terdekat  hotel  rekomendasi aktivitas  bar  kopi  bawa pulang  minimarket cocktail atmosphere service kebaikan nasi goreng dinner pangsit happy hour carbonara musik work from cafe   vibrant nightlife work from cafe   vibrant nightlife gianyar,0.95,0.48613461311208783
500,Arcadia Restaurant Ubud,Gianyar,4.9,1419, restoran terdekat |  hotel |  rekomendasi aktivitas |  bar |  kopi |  bawa pulang |  minimarket | semua | hidangan | sungai | honeymoon | amuse-bouche | menu degustasi | hima | pembersih langit-langit mulut | hutan rimba | pangsit udang | risotto jamur,https://www.google.com/maps/place/Arcadia+Restaurant+Ubud/data=!4m7!3m6!1s0x2dd23d4e11cecd6d:0x897de572cb9413fe!8m2!3d-8.5050032!4d115.254422!16s%2Fg%2F11sbfxp6rc!19sChIJbc3OEU490i0R_hOUy3LlfYk?authuser=0&hl=id&rclk=1,Work from Cafe | Vibrant Nightlife, restoran terdekat  hotel  rekomendasi aktivitas  bar  kopi  bawa pulang  minimarket hidangan sungai honeymoon amuse-bouche menu degustasi hima pembersih langit-langit mulut hutan rimba pangsit udang risotto jamur, restoran terdekat  hotel  rekomendasi aktivitas  bar  kopi  bawa pulang  minimarket hidangan sungai honeymoon amuse-bouche menu degustasi hima pembersih langit-langit mulut hutan rimba pangsit udang risotto jamur work from cafe   vibrant nightlife work from cafe   vibrant nightlife gianyar,0.9750000000000001,0.697662117056981
501,TERRACOTTA Restaurant @ Mathis Retreat,Gianyar,4.7,629, restoran terdekat |  hotel |  rekomendasi aktivitas |  bar |  kopi |  bawa pulang |  minimarket | semua | sawah | makan malam | atmosphere | hotel | musik | kolam renang | the view | romantis | bingkai | bali,https://www.google.com/maps/place/TERRACOTTA+Restaurant+@+Mathis+Retreat/data=!4m7!3m6!1s0x2dd23d32bbf1e903:0xd7a9260ab4b6d98f!8m2!3d-8.4864353!4d115.2489039!16s%2Fg%2F1pzwp_vln!19sChIJA-nxuzI90i0Rj9m2tAomqdc?authuser=0&hl=id&rclk=1,Sunset & View | Work from Cafe | Vibrant Nightlife | Romantic & Cozy, restoran terdekat  hotel  rekomendasi aktivitas  bar  kopi  bawa pulang  minimarket sawah makan malam atmosphere hotel musik kolam renang the view romantis bingkai bali, restoran terdekat  hotel  rekomendasi aktivitas  bar  kopi  bawa pulang  minimarket sawah makan malam atmosphere hotel musik kolam renang the view romantis bingkai bali sunset & view   work from cafe   vibrant nightlife   romantic & cozy sunset & view   work from cafe   vibrant nightlife   romantic & cozy gianyar,0.925,0.611300842242402
502,NAD Coffee & Eatery,Gianyar,4.6,669, restoran terdekat |  hotel |  rekomendasi aktivitas |  bar |  kopi |  bawa pulang |  minimarket | semua | sungai | suara | nasi | pesan | santai | nachos | nyamuk | pemandangan | aesthetic | bambu,https://www.google.com/maps/place/NAD+Coffee+%26+Eatery/data=!4m7!3m6!1s0x2dd23f78b5ab1bcf:0x2caf321756c857dd!8m2!3d-8.6165444!4d115.2637298!16s%2Fg%2F11rrpr52h9!19sChIJzxurtXg_0i0R3VfIVhcyryw?authuser=0&hl=id&rclk=1,Sunset & View | Work from Cafe | Vibrant Nightlife, restoran terdekat  hotel  rekomendasi aktivitas  bar  kopi  bawa pulang  minimarket sungai suara nasi pesan santai nachos nyamuk pemandangan aesthetic bambu, restoran terdekat  hotel  rekomendasi aktivitas  bar  kopi  bawa pulang  minimarket sungai suara nasi pesan santai nachos nyamuk pemandangan aesthetic bambu sunset & view   work from cafe   vibrant nightlife sunset & view   work from cafe   vibrant nightlife gianyar,0.8999999999999999,0.6178423314507684
503,Kucara Coffee and Space,Gianyar,4.7,372, restoran terdekat |  hotel |  rekomendasi aktivitas |  bar |  kopi |  bawa pulang |  minimarket | semua | sawah | burger | spesies | kue wortel | nasi goreng | mie goreng | cheesecake | teras | duduk | strawberry,https://www.google.com/maps/place/Kucara+Coffee+and+Space/data=!4m7!3m6!1s0x2dd22380727ac327:0x8b0a6166afe29940!8m2!3d-8.4623172!4d115.2715724!16s%2Fg%2F11p0fm0bwy!19sChIJJ8N6coAj0i0RQJnir2ZhCos?authuser=0&hl=id&rclk=1,Sunset & View | Work from Cafe | Vibrant Nightlife, restoran terdekat  hotel  rekomendasi aktivitas  bar  kopi  bawa pulang  minimarket sawah burger spesies kue wortel nasi goreng mie goreng cheesecake teras duduk strawberry, restoran terdekat  hotel  rekomendasi aktivitas  bar  kopi  bawa pulang  minimarket sawah burger spesies kue wortel nasi goreng mie goreng cheesecake teras duduk strawberry sunset & view   work from cafe   vibrant nightlife sunset & view   work from cafe   vibrant nightlife gianyar,0.925,0.5556026182940885
504,"Naughty Nuri’s Warung, Sanur",Denpasar,4.8,5186, restoran terdekat |  hotel |  rekomendasi aktivitas |  bar |  kopi |  bawa pulang |  minimarket | semua | mba | signature | pork knuckle | caesar salad | kentang goreng truffle | sengkel | sate babi | sate ayam | rai | yogi,"https://www.google.com/maps/place/Naughty+Nuri%E2%80%99s+Warung,+Sanur/data=!4m7!3m6!1s0x2dd241d5d5a1ce8d:0xeca2389968dd3dba!8m2!3d-8.687823!4d115.2583441!16s%2Fg%2F11q25nbpk0!19sChIJjc6h1dVB0i0Ruj3daJk4ouw?authuser=0&hl=id&rclk=1",Sunset & View | Work from Cafe | Vibrant Nightlife, restoran terdekat  hotel  rekomendasi aktivitas  bar  kopi  bawa pulang  minimarket mba signature pork knuckle caesar salad kentang goreng truffle sengkel sate babi sate ayam rai yogi, restoran terdekat  hotel  rekomendasi aktivitas  bar  kopi  bawa pulang  minimarket mba signature pork knuckle caesar salad kentang goreng truffle sengkel sate babi sate ayam rai yogi sunset & view   work from cafe   vibrant nightlife sunset & view   work from cafe   vibrant nightlife denpasar,0.95,0.8353291139899645
505,White Canny,Denpasar,4.6,2503, restoran terdekat |  hotel |  rekomendasi aktivitas |  bar |  kopi |  bawa pulang |  minimarket | semua | playground | meeting | indonesian food | romantis | aesthetic | makan bersama | ikan koi | sambal matah | bridal shower | kolam ikan,https://www.google.com/maps/place/White+Canny/data=!4m7!3m6!1s0x2dd240f171d96ac5:0xa9bcd6e754be2be6!8m2!3d-8.6764225!4d115.2279922!16s%2Fg%2F11cjj082yl!19sChIJxWrZcfFA0i0R5iu-VOfWvKk?authuser=0&hl=id&rclk=1,Family Friendly | Work from Cafe | Vibrant Nightlife | Romantic & Cozy, restoran terdekat  hotel  rekomendasi aktivitas  bar  kopi  bawa pulang  minimarket playground meeting indonesian food romantis aesthetic makan bersama ikan koi sambal matah bridal shower kolam ikan, restoran terdekat  hotel  rekomendasi aktivitas  bar  kopi  bawa pulang  minimarket playground meeting indonesian food romantis aesthetic makan bersama ikan koi sambal matah bridal shower kolam ikan family friendly   work from cafe   vibrant nightlife   romantic & cozy family friendly   work from cafe   vibrant nightlife   romantic & cozy denpasar,0.8999999999999999,0.7579394532446537
506,JUST KITCHEN Georgian Restaurant,Denpasar,4.3,1067, restoran terdekat |  hotel |  rekomendasi aktivitas |  bar |  kopi |  bawa pulang |  minimarket | semua | borsch | hidangan turki | hidangan mediterania | shisha | hummus | pita | tzatziki | keracunan | sup miju-miju | meatball,https://www.google.com/maps/place/JUST+KITCHEN+Georgian+Restaurant/data=!4m7!3m6!1s0x2dd247ce501502b9:0x47ef8036aa90e04!8m2!3d-8.663277!4d115.152472!16s%2Fg%2F11h3mvq179!19sChIJuQIVUM5H0i0RBA6pagP4fgQ?authuser=0&hl=id&rclk=1,Work from Cafe | Vibrant Nightlife, restoran terdekat  hotel  rekomendasi aktivitas  bar  kopi  bawa pulang  minimarket borsch hidangan turki hidangan mediterania shisha hummus pita tzatziki keracunan sup miju-miju meatball, restoran terdekat  hotel  rekomendasi aktivitas  bar  kopi  bawa pulang  minimarket borsch hidangan turki hidangan mediterania shisha hummus pita tzatziki keracunan sup miju-miju meatball work from cafe   vibrant nightlife work from cafe   vibrant nightlife denpasar,0.825,0.6673903150844533
507,Warung Mina Peguyangan,Denpasar,4.5,2168, restoran terdekat |  hotel |  rekomendasi aktivitas |  bar |  kopi |  bawa pulang |  minimarket | semua | gurami | kolam ikan | meeting | playground | ikan koi | gazebo | ulang tahun | plecing | ikan air tawar | kepala ikan,https://www.google.com/maps/place/Warung+Mina+Peguyangan/data=!4m7!3m6!1s0x2dd23f1dbebda3d7:0xd16747d40a39b673!8m2!3d-8.6108333!4d115.2208333!16s%2Fg%2F1hc458cl6!19sChIJ16O9vh0_0i0Rc7Y5CtRHZ9E?authuser=0&hl=id&rclk=1,Family Friendly | Work from Cafe | Vibrant Nightlife, restoran terdekat  hotel  rekomendasi aktivitas  bar  kopi  bawa pulang  minimarket gurami kolam ikan meeting playground ikan koi gazebo ulang tahun plecing ikan air tawar kepala ikan, restoran terdekat  hotel  rekomendasi aktivitas  bar  kopi  bawa pulang  minimarket gurami kolam ikan meeting playground ikan koi gazebo ulang tahun plecing ikan air tawar kepala ikan family friendly   work from cafe   vibrant nightlife family friendly   work from cafe   vibrant nightlife denpasar,0.875,0.7426772389771428
508,MELODI RASA Resto,Denpasar,4.9,2165, restoran terdekat |  hotel |  rekomendasi aktivitas |  bar |  kopi |  bawa pulang |  minimarket | semua | iga | juara | gurame | makan bersama | ayam goreng | shabu-shabu | pisang goreng | cotton candy | masakan indonesia | sapo tahu,https://www.google.com/maps/place/MELODI+RASA+Resto/data=!4m7!3m6!1s0x2dd2419239e96961:0xcd57df31f5a58e38!8m2!3d-8.6907335!4d115.2382295!16s%2Fg%2F11rw6nc9hf!19sChIJYWnpOZJB0i0ROI6l9THfV80?authuser=0&hl=id&rclk=1,Work from Cafe | Vibrant Nightlife, restoran terdekat  hotel  rekomendasi aktivitas  bar  kopi  bawa pulang  minimarket iga juara gurame makan bersama ayam goreng shabu-shabu pisang goreng cotton candy masakan indonesia sapo tahu, restoran terdekat  hotel  rekomendasi aktivitas  bar  kopi  bawa pulang  minimarket iga juara gurame makan bersama ayam goreng shabu-shabu pisang goreng cotton candy masakan indonesia sapo tahu work from cafe   vibrant nightlife work from cafe   vibrant nightlife denpasar,0.9750000000000001,0.7425301584760654
509,Mozza Sanur,Denpasar,4.8,1253, restoran terdekat |  hotel |  rekomendasi aktivitas |  bar |  kopi |  bawa pulang |  minimarket | semua | cocktail | barramundi | tiram | surf and turf | carbonara | tenderloin | nasi goreng | carpaccio tuna | lava cake | aglio olio,https://www.google.com/maps/place/Mozza+Sanur/data=!4m7!3m6!1s0x2dd241c0fc8b0bd3:0xe6c4f98f6982c816!8m2!3d-8.6917295!4d115.2635931!16s%2Fg%2F11vl7k0db1!19sChIJ0wuL_MBB0i0RFsiCaY_5xOY?authuser=0&hl=id&rclk=1,Work from Cafe | Vibrant Nightlife, restoran terdekat  hotel  rekomendasi aktivitas  bar  kopi  bawa pulang  minimarket cocktail barramundi tiram surf and turf carbonara tenderloin nasi goreng carpaccio tuna lava cake aglio olio, restoran terdekat  hotel  rekomendasi aktivitas  bar  kopi  bawa pulang  minimarket cocktail barramundi tiram surf and turf carbonara tenderloin nasi goreng carpaccio tuna lava cake aglio olio work from cafe   vibrant nightlife work from cafe   vibrant nightlife denpasar,0.95,0.6844513389631856
510,Kaneshiro All You Can Eat,Denpasar,4.7,4454, restoran terdekat |  hotel |  rekomendasi aktivitas |  bar |  kopi |  bawa pulang |  minimarket | semua | lantai | bumbu | tomyum | marinasi | kuah | lalat | denda | suki | kolagen | basi,https://www.google.com/maps/place/Kaneshiro+All+You+Can+Eat/data=!4m7!3m6!1s0x2dd23f1e1e1f1759:0xd435d2b3880c9fe1!8m2!3d-8.6422457!4d115.2094587!16s%2Fg%2F11s84tdgs6!19sChIJWRcfHh4_0i0R4Z8MiLPSNdQ?authuser=0&hl=id&rclk=1,Work from Cafe | Vibrant Nightlife, restoran terdekat  hotel  rekomendasi aktivitas  bar  kopi  bawa pulang  minimarket lantai bumbu tomyum marinasi kuah lalat denda suki kolagen basi, restoran terdekat  hotel  rekomendasi aktivitas  bar  kopi  bawa pulang  minimarket lantai bumbu tomyum marinasi kuah lalat denda suki kolagen basi work from cafe   vibrant nightlife work from cafe   vibrant nightlife denpasar,0.925,0.8191630877709296
511,Saji Loka – Coffee & Eatery Denpasar Bali,Denpasar,4.9,598, restoran terdekat |  hotel |  rekomendasi aktivitas |  bar |  kopi |  bawa pulang |  minimarket | semua | cafe | rumah sakit sanglah | meeting | matcha | wifi | strategis | croissant | santai | nasi | luas,https://www.google.com/maps/place/Saji+Loka+%E2%80%93+Coffee+%26+Eatery+Denpasar+Bali/data=!4m7!3m6!1s0x2dd241a9d572de6d:0xfb68d41f37dde3f4!8m2!3d-8.6766151!4d115.209875!16s%2Fg%2F11xf2gvq8h!19sChIJbd5y1alB0i0R9OPdNx_UaPs?authuser=0&hl=id&rclk=1,Family Friendly | Work from Cafe | Vibrant Nightlife, restoran terdekat  hotel  rekomendasi aktivitas  bar  kopi  bawa pulang  minimarket cafe rumah sakit sanglah meeting matcha wifi strategis croissant santai nasi luas, restoran terdekat  hotel  rekomendasi aktivitas  bar  kopi  bawa pulang  minimarket cafe rumah sakit sanglah meeting matcha wifi strategis croissant santai nasi luas family friendly   work from cafe   vibrant nightlife family friendly   work from cafe   vibrant nightlife denpasar,0.9750000000000001,0.605938866810349
512,Warung Baby Monkeys,Denpasar,4.7,1151, restoran terdekat |  hotel |  rekomendasi aktivitas |  bar |  kopi |  bawa pulang |  minimarket | semua | tuna | makanan indonesia | nasi goreng | reggae | mie goreng | pajak | rendang | bumbu kacang | bob marley | arak,https://www.google.com/maps/place/Warung+Baby+Monkeys/data=!4m7!3m6!1s0x2dd241be25b1638b:0x6d0aa186849106ed!8m2!3d-8.7073629!4d115.2562645!16s%2Fg%2F11cjh_5b21!19sChIJi2OxJb5B0i0R7QaRhIahCm0?authuser=0&hl=id&rclk=1,Work from Cafe | Vibrant Nightlife, restoran terdekat  hotel  rekomendasi aktivitas  bar  kopi  bawa pulang  minimarket tuna makanan indonesia nasi goreng reggae mie goreng pajak rendang bumbu kacang bob marley arak, restoran terdekat  hotel  rekomendasi aktivitas  bar  kopi  bawa pulang  minimarket tuna makanan indonesia nasi goreng reggae mie goreng pajak rendang bumbu kacang bob marley arak work from cafe   vibrant nightlife work from cafe   vibrant nightlife denpasar,0.925,0.6754358806601687
513,Brasserie République,Denpasar,4.7,1025, restoran terdekat |  hotel |  rekomendasi aktivitas |  bar |  kopi |  bawa pulang |  minimarket | semua | interior | soupe à l'oignon gratinée | escargot | coq au vin | pate | lava cake | rendang | carrot cake | aglio olio | oven batu,https://www.google.com/maps/place/Brasserie+R%C3%A9publique/data=!4m7!3m6!1s0x2dd241c9a9e95555:0x869d34be61db4701!8m2!3d-8.6962437!4d115.2635175!16s%2Fg%2F11jsqq7x56!19sChIJVVXpqclB0i0RAUfbYb40nYY?authuser=0&hl=id&rclk=1,Work from Cafe | Vibrant Nightlife, restoran terdekat  hotel  rekomendasi aktivitas  bar  kopi  bawa pulang  minimarket interior soupe à l'oignon gratinée escargot coq au vin pate lava cake rendang carrot cake aglio olio oven batu, restoran terdekat  hotel  rekomendasi aktivitas  bar  kopi  bawa pulang  minimarket interior soupe à l'oignon gratinée escargot coq au vin pate lava cake rendang carrot cake aglio olio oven batu work from cafe   vibrant nightlife work from cafe   vibrant nightlife denpasar,0.925,0.6631269380644558
514,The Restaurant at Tandjung Sari,Denpasar,4.6,567, restoran terdekat |  hotel |  rekomendasi aktivitas |  bar |  kopi |  bawa pulang |  minimarket | semua | pantai sanur | hotel | makan malam | laut | rijsttafel | cocktail | masakan indonesia | nasi goreng | romantis | croissant,https://www.google.com/maps/place/The+Restaurant+at+Tandjung+Sari/data=!4m7!3m6!1s0x2dd241cb6600a57f:0xe4bb0dea6baf1935!8m2!3d-8.688802!4d115.265624!16s%2Fg%2F1ptw31syz!19sChIJf6UAZstB0i0RNRmva-oNu-Q?authuser=0&hl=id&rclk=1,Sunset & View | Work from Cafe | Vibrant Nightlife | Romantic & Cozy, restoran terdekat  hotel  rekomendasi aktivitas  bar  kopi  bawa pulang  minimarket pantai sanur hotel makan malam laut rijsttafel cocktail masakan indonesia nasi goreng romantis croissant, restoran terdekat  hotel  rekomendasi aktivitas  bar  kopi  bawa pulang  minimarket pantai sanur hotel makan malam laut rijsttafel cocktail masakan indonesia nasi goreng romantis croissant sunset & view   work from cafe   vibrant nightlife   romantic & cozy sunset & view   work from cafe   vibrant nightlife   romantic & cozy denpasar,0.8999999999999999,0.6002918913681966
515,Gong Restaurant,Denpasar,4.6,459, restoran terdekat |  hotel |  rekomendasi aktivitas |  bar |  kopi |  bawa pulang |  minimarket | semua | dinner | taman | hotel | cs | rijsttafel | cocktail | villa | lobster | appetizer | desert,https://www.google.com/maps/place/Gong+Restaurant/data=!4m7!3m6!1s0x2dd241b9e5549ef5:0xa4f1042f08f7d32b!8m2!3d-8.6994178!4d115.2573352!16s%2Fg%2F1td45cts!19sChIJ9Z5U5blB0i0RK9P3CC8E8aQ?authuser=0&hl=id&rclk=1,Work from Cafe | Vibrant Nightlife, restoran terdekat  hotel  rekomendasi aktivitas  bar  kopi  bawa pulang  minimarket dinner taman hotel rijsttafel cocktail villa lobster appetizer desert, restoran terdekat  hotel  rekomendasi aktivitas  bar  kopi  bawa pulang  minimarket dinner taman hotel rijsttafel cocktail villa lobster appetizer desert work from cafe   vibrant nightlife work from cafe   vibrant nightlife denpasar,0.8999999999999999,0.5778810056719899
516,Goemerot Restaurant - Gatsu,Denpasar,4.5,2611, restoran terdekat |  hotel |  rekomendasi aktivitas |  bar |  kopi |  bawa pulang |  minimarket | semua | playground | nasi goreng | kambing | gelato | tahu gejrot | buntut | gado-gado | pisang ijo | ayam taliwang | iga penyet,https://www.google.com/maps/place/Goemerot+Restaurant+-+Gatsu/data=!4m7!3m6!1s0x2dd23f2c028618f9:0xd1583c578f261ff3!8m2!3d-8.6361025!4d115.1951398!16s%2Fg%2F11fkf61jhh!19sChIJ-RiGAiw_0i0R8x8mj1c8WNE?authuser=0&hl=id&rclk=1,Family Friendly | Work from Cafe | Vibrant Nightlife, restoran terdekat  hotel  rekomendasi aktivitas  bar  kopi  bawa pulang  minimarket playground nasi goreng kambing gelato tahu gejrot buntut gado-gado pisang ijo ayam taliwang iga penyet, restoran terdekat  hotel  rekomendasi aktivitas  bar  kopi  bawa pulang  minimarket playground nasi goreng kambing gelato tahu gejrot buntut gado-gado pisang ijo ayam taliwang iga penyet family friendly   work from cafe   vibrant nightlife family friendly   work from cafe   vibrant nightlife denpasar,0.875,0.7624267069412238
517,Canvas Cafe,Denpasar,4.7,977, restoran terdekat |  hotel |  rekomendasi aktivitas |  bar |  kopi |  bawa pulang |  minimarket | semua | pantai sanur | ac | boat | wifi | smoothie bowl | brunch | waffle | roti panggang alpukat | kari ayam | healthy food,https://www.google.com/maps/place/Canvas+Cafe/data=!4m7!3m6!1s0x2dd241818dfd4cab:0xf4128cfe6f76b165!8m2!3d-8.6738866!4d115.2621013!16s%2Fg%2F11fj8h0f95!19sChIJq0z9jYFB0i0RZbF2b_6MEvQ?authuser=0&hl=id&rclk=1,Sunset & View | Work from Cafe | Vibrant Nightlife, restoran terdekat  hotel  rekomendasi aktivitas  bar  kopi  bawa pulang  minimarket pantai sanur boat wifi smoothie bowl brunch waffle roti panggang alpukat kari ayam healthy food, restoran terdekat  hotel  rekomendasi aktivitas  bar  kopi  bawa pulang  minimarket pantai sanur boat wifi smoothie bowl brunch waffle roti panggang alpukat kari ayam healthy food sunset & view   work from cafe   vibrant nightlife sunset & view   work from cafe   vibrant nightlife denpasar,0.925,0.6580353944142497
518,Campo Saga Cafe and city space,Denpasar,4.5,628, restoran terdekat |  hotel |  rekomendasi aktivitas |  bar |  kopi |  bawa pulang |  minimarket | semua | kolam renang | playground | parkir | meeting | konser | makanan & minuman | kids friendly | nasi goreng | sushi | kuliner,https://www.google.com/maps/place/Campo+Saga+Cafe+and+city+space/data=!4m7!3m6!1s0x2dd247f0a3627b47:0x8cebb9fff0c9320e!8m2!3d-8.6824874!4d115.1885276!16s%2Fg%2F11t2z_z8y1!19sChIJR3tio_BH0i0RDjLJ8P-564w?authuser=0&hl=id&rclk=1,Family Friendly | Work from Cafe | Vibrant Nightlife, restoran terdekat  hotel  rekomendasi aktivitas  bar  kopi  bawa pulang  minimarket kolam renang playground parkir meeting konser makanan & minuman kids friendly nasi goreng sushi kuliner, restoran terdekat  hotel  rekomendasi aktivitas  bar  kopi  bawa pulang  minimarket kolam renang playground parkir meeting konser makanan & minuman kids friendly nasi goreng sushi kuliner family friendly   work from cafe   vibrant nightlife family friendly   work from cafe   vibrant nightlife denpasar,0.875,0.6111320326039413
